Date,CurrentContract,CarryContract
2009-03-27,200904,200906
2009-05-27,200906,200908
2009-07-29,200908,200912
2009-11-25,200912,201002
2010-01-27,201002,201004
2010-03-29,201004,201006
2010-05-26,201006,201008
2010-07-28,201008,201012
2010-11-26,201012,201102
2011-01-27,201102,201104
2011-03-28,201104,201106
2011-05-26,201106,201108
2011-07-27,201108,201112
2011-11-28,201112,201202
2012-01-27,201202,201204
2012-03-28,201204,201206
2012-05-29,201206,201208
2012-07-27,201208,201212
2012-11-28,201212,201302
2013-01-29,201302,201304
2013-03-26,201304,201306
2013-05-29,201306,201308
2013-07-29,201308,201312
2013-11-26,201312,201402
2014-01-29,201402,201404
2014-03-27,201404,201406
2014-05-28,201406,201408
2014-07-29,201408,201412
2014-11-25,201412,201502
2015-01-28,201502,201504
2015-03-27,201504,201506
2015-05-27,201506,201508
2015-07-29,201508,201512
2015-11-25,201512,201602
2016-01-27,201602,201604
2016-03-28,201604,201606
2016-05-26,201606,201608
2016-07-27,201608,201612
2016-11-28,201612,201702
2017-01-27,201702,201704
2017-03-29,201704,201706
2017-05-26,201706,201708
2017-07-27,201708,201712
2017-11-28,201712,201802
2018-01-29,201802,201804
2018-03-26,201804,201806
2018-05-29,201806,201808
2018-07-27,201808,201812
2018-11-28,201812,201902
2019-01-29,201902,201904
2019-03-27,201904,201906
2019-05-28,201906,201908
2019-07-29,201908,201912
2019-11-26,201912,202002
2020-01-29,202002,202004
2020-03-26,202004,202006
2020-05-26,202006,202008
2020-07-29,202008,202012
2020-11-25,202012,202102
2021-01-27,202102,202104
2021-03-26,202104,202106
2021-05-25,202106,202108
2021-07-28,202108,202112
2021-11-26,202112,202202
2022-01-26,202202,202204
2022-03-28,202204,202206
2022-05-26,202206,202208
2022-07-27,202208,202212
2022-11-28,202212,202302
2023-01-27,202302,202304
2023-03-28,202304,202306
2023-05-26,202306,202308
2023-07-27,202308,202312
2023-11-27,202312,202402
2024-01-26,202402,202404
2024-03-25,202404,202406
2024-05-24,202406,202408
2024-06-28,202408,202412
